Edition	Footnote	Type	Designation							A 	d	tw	tw/2	bf	tf	T	k	k1	W	bf/2tf	h/tw	Fy'''	X1	X2x106	Ix	Zx	Sx	rx	y	yp	Iy	Zy	Sy	ry	x	xp	rz	maxf	Grip	eo	Qs36	Qs50	Qs36c	Qs50c	Qs36s	Qs50s	Astem	tan(a)	twstem	twstem/2	OD	ID	twall	J	t	Iy'	Sy'	ry'	sched	Anet36	d1A36	IxA36	SxA36	rxA36	y1A36	ryA36	AnetASTM	d1ASTM	IxASTM	SxASTM	rxASTM	y1ASTM	ryASTM	d/t	ry0	ry1_4	ry3_8	ry1_2	ry5_8	ry3_4	d/Af	rT	Fy''	Cw	Fy'	Cc50'	Cc36'	a	Wno	Sw	Qf	Qw	B	Ht / t	Ht	tnom	tdes	b / t	C	ro	H	ddet	bfdet	twdet	tfdet	kdes	kdet	B/t	Sz	Qs
13th		W	W30X357							105	32.8	1.24	  5/8 	15.5	2.24			1  7/16	357	3.45	21.6				18700	1320	1140	13.3	0	0	1390	279	179	3.64	0	0	0			0								0			0	0		134	0																			0										324000					118	1030	244	655	0	0	0	0	0		0	0	0	32  3/4 	15  1/2 	1  1/4 	2  1/4 	3.03	3  1/8 	0	0	0
13th		W	W30X326							95.8	32.4	1.14	  9/16	15.4	2.05			1  3/8 	326	3.75	23.4				16800	1190	1040	13.2	0	0	1240	252	162	3.6	0	0	0			0								0			0	0		103	0																			0										287000					117	922	222	593	0	0	0	0	0		0	0	0	32  3/8 	15  3/8 	1  1/8 	2  1/16	2.84	2 15/16	0	0	0
13th		W	W30X292							85.9	32	1.02	  1/2 	15.3	1.85			1  5/16	292	4.12	26.2				14900	1060	930	13.2	0	0	1100	223	144	3.58	0	0	0			0								0			0	0		75.2	0																			0										250000					115	816	199	529	0	0	0	0	0		0	0	0	32	15  1/4 	1	1  7/8 	2.64	2  3/4 	0	0	0
13th		W	W30X261							76.9	31.6	0.93	  1/2 	15.2	1.65			1  5/16	261	4.59	28.7				13100	943	829	13.1	0	0	959	196	127	3.53	0	0	0			0								0			0	0		54.1	0																			0										215000					114	714	176	469	0	0	0	0	0		0	0	0	31  5/8 	15  1/8 	 15/16	1  5/8 	2.44	2  9/16	0	0	0
13th		W	W30X235							69.2	31.3	0.83	  7/16	15.1	1.5			1  1/4 	235	5.02	32.2				11700	847	748	13	0	0	855	175	114	3.51	0	0	0			0								0			0	0		40.3	0																			0										190000					112	637	159	421	0	0	0	0	0		0	0	0	31  1/4 	15	 13/16	1  1/2 	2.29	2  3/8 	0	0	0
13th		W	W30X211							62.2	30.9	0.775	  3/8 	15.1	1.32			1  3/16	211	5.74	34.5				10300	751	665	12.9	0	0	757	155	100	3.49	0	0	0			0								0			0	0		28.4	0																			0										166000					112	556	140	372	0	0	0	0	0		0	0	0	31	15  1/8 	  3/4 	1  5/16	2.1	2  1/4 	0	0	0
13th		W	W30X191							56.3	30.7	0.71	  3/8 	15	1.19			1  3/16	191	6.35	37.7				9200	675	600	12.8	0	0	673	138	89.5	3.46	0	0	0			0								0			0	0		21	0																			0										146000					111	494	125	335	0	0	0	0	0		0	0	0	30  5/8 	15	 11/16	1  3/16	1.97	2  1/16	0	0	0
13th		W	W30X173							51	30.4	0.655	  5/16	15	1.07			1  1/8 	173	7.04	40.8				8230	607	541	12.7	0	0	598	123	79.8	3.42	0	0	0			0								0			0	0		15.6	0																			0										129000					110	441	113	301	0	0	0	0	0		0	0	0	30  1/2 	15	  5/8 	1  1/16	1.85	2	0	0	0
13th		W	W30X148							43.5	30.7	0.65	  5/16	10.5	1.18			1  1/8 	148	4.44	41.6				6680	500	436	12.4	0	0	227	68	43.3	2.28	0	0	0			0								0			0	0		14.5	0																			0										49400					77.5	240	85.8	248	0	0	0	0	0		0	0	0	30  5/8 	10  1/2 	  5/8 	1  3/16	1.83	2  1/16	0	0	0
13th		W	W30X132							38.9	30.3	0.615	  5/16	10.5	1			1  1/8 	132	5.27	43.9				5770	437	380	12.2	0	0	196	58.4	37.2	2.25	0	0	0			0								0			0	0		9.72	0																			0										42100					76.9	202	72.4	215	0	0	0	0	0		0	0	0	30  1/4 	10  1/2 	  5/8 	1	1.65	1  7/8 	0	0	0
13th		W	W30X124							36.5	30.2	0.585	  5/16	10.5	0.93			1  1/8 	124	5.65	46.2				5360	408	355	12.1	0	0	181	54	34.4	2.23	0	0	0			0								0			0	0		7.99	0																			0										38600					76.8	188	67.5	202	0	0	0	0	0		0	0	0	30  1/8 	10  1/2 	  9/16	 15/16	1.58	1 13/16	0	0	0
13th		W	W30X116							34.2	30	0.565	  5/16	10.5	0.85			1  1/8 	116	6.17	47.8				4930	378	329	12	0	0	164	49.2	31.3	2.19	0	0	0			0								0			0	0		6.43	0																			0										34900					76.5	171	61.5	187	0	0	0	0	0		0	0	0	30	10  1/2 	  9/16	  7/8 	1.5	1  3/4 	0	0	0
13th		W	W30X108							31.7	29.8	0.545	  5/16	10.5	0.76			1  1/8 	108	6.89	49.6				4470	346	299	11.9	0	0	146	43.9	27.9	2.15	0	0	0			0								0			0	0		4.99	0																			0										30900					76.2	152	54.9	170	0	0	0	0	0		0	0	0	29  7/8 	10  1/2 	  9/16	  3/4 	1.41	1 11/16	0	0	0
13th		W	W30X99							29.1	29.7	0.52	  1/4 	10.5	0.67			1  1/16	99	7.8	51.9				3990	312	269	11.7	0	0	128	38.6	24.5	2.1	0	0	0			0								0			0	0		3.77	0																			0										26800					76.2	134	48.5	154	0	0	0	0	0		0	0	0	29  5/8 	10  1/2 	  1/2 	 11/16	1.32	1  9/16	0	0	0
13th		W	W30X90							26.4	29.5	0.47	  1/4 	10.4	0.61			1  1/16	90	8.52	57.5				3610	283	245	11.7	0	0	115	34.7	22.1	2.09	0	0	0			0								0			0	0		2.84	0																			0										24000					75.1	119	43.7	139	0	0	0	0	0		0	0	0	29  1/2 	10  3/8 	  1/2 	  5/8 	1.26	1  1/2 	0	0	0
13th		W	W27X539							159	32.5	1.97	1	15.3	3.54			1 13/16	539	2.15	12.1				25600	1890	1570	12.7	0	0	2110	437	277	3.65	0	0	0			0								0			0	0		496	0																			0										443000					111	1500	342	943	0	0	0	0	0		0	0	0	32  1/2 	15  1/4 	2	3  9/16	4.33	4  7/16	0	0	0
13th		W	W27X368							108	30.4	1.38	 11/16	14.7	2.48			1  1/2 	368	2.96	17.3				16200	1240	1060	12.2	0	0	1310	279	179	3.48	0	0	0			0								0			0	0		170	0																			0										255000					103	935	231	621	0	0	0	0	0		0	0	0	30  3/8 	14  5/8 	1  3/8 	2  1/2 	3.27	3  3/8 	0	0	0
13th		W	W27X336							98.9	30	1.26	  5/8 	14.6	2.28			1  7/16	336	3.19	18.9				14600	1130	972	12.1	0	0	1180	252	162	3.45	0	0	0			0								0			0	0		131	0																			0										226000					101	842	211	563	0	0	0	0	0		0	0	0	30	14  1/2 	1  1/4 	2  1/4 	3.07	3  3/16	0	0	0
13th		W	W27X307							90.4	29.6	1.16	  5/8 	14.4	2.09			1  7/16	307	3.46	20.6				13100	1030	887	12	0	0	1050	227	146	3.41	0	0	0			0								0			0	0		101	0																			0										199000					99	745	190	508	0	0	0	0	0		0	0	0	29  5/8 	14  1/2 	1  3/16	2  1/16	2.88	3	0	0	0
13th		W	W27X281							82.9	29.3	1.06	  9/16	14.4	1.93			1  3/8 	281	3.72	22.5				11900	936	814	12	0	0	953	206	133	3.39	0	0	0			0								0			0	0		79.5	0																			0										178000					98.5	685	176	466	0	0	0	0	0		0	0	0	29  1/4 	14  3/8 	1  1/16	1 15/16	2.72	2 13/16	0	0	0
13th		W	W27X258							76	29	0.98	  1/2 	14.3	1.77			1  5/16	258	4.03	24.4				10800	852	745	11.9	0	0	859	187	120	3.36	0	0	0			0								0			0	0		61.6	0																			0										159000					97.3	616	160	424	0	0	0	0	0		0	0	0	29	14  1/4 	1	1  3/4 	2.56	2 11/16	0	0	0
13th		W	W27X235							69.4	28.7	0.91	  1/2 	14.2	1.61			1  5/16	235	4.41	26.2				9700	772	677	11.8	0	0	769	168	108	3.33	0	0	0			0								0			0	0		47	0																			0										141000					96.2	550	145	384	0	0	0	0	0		0	0	0	28  5/8 	14  1/4 	 15/16	1  5/8 	2.4	2  1/2 	0	0	0
13th		W	W27X217							64	28.4	0.83	  7/16	14.1	1.5			1  1/4 	217	4.71	28.7				8910	711	627	11.8	0	0	704	154	100	3.32	0	0	0			0								0			0	0		37.6	0																			0										128000					94.8	501	134	351	0	0	0	0	0		0	0	0	28  3/8 	14  1/8 	 13/16	1  1/2 	2.29	2  3/8 	0	0	0
13th		W	W27X194							57.2	28.1	0.75	  3/8 	14	1.34			1  3/16	194	5.24	31.8				7860	631	559	11.7	0	0	619	136	88.1	3.29	0	0	0			0								0			0	0		27.1	0																			0										111000					93.7	439	119	312	0	0	0	0	0		0	0	0	28  1/8 	14	  3/4 	1  5/16	2.13	2  1/4 	0	0	0
13th		W	W27X178							52.5	27.8	0.725	  3/8 	14.1	1.19			1  3/16	178	5.92	32.9				7020	570	505	11.6	0	0	555	122	78.8	3.25	0	0	0			0								0			0	0		20.1	0																			0										98400					93.8	393	106	282	0	0	0	0	0		0	0	0	27  3/4 	14  1/8 	  3/4 	1  3/16	1.98	2  1/16	0	0	0
13th		W	W27X161							47.6	27.6	0.66	  3/8 	14	1.08			1  3/16	161	6.49	36.1				6310	515	458	11.5	0	0	497	109	70.9	3.23	0	0	0			0								0			0	0		15.1	0																			0										87300					92.8	351	95.5	254	0	0	0	0	0		0	0	0	27  5/8 	14	 11/16	1  1/16	1.87	2	0	0	0
13th		W	W27X146							43.1	27.4	0.605	  5/16	14	0.975			1  1/8 	146	7.16	39.4				5660	464	414	11.5	0	0	443	97.7	63.5	3.2	0	0	0			0								0			0	0		11.3	0																			0										77200					92.5	316	86.3	229	0	0	0	0	0		0	0	0	27  3/8 	14	  5/8 	1	1.76	1  7/8 	0	0	0
13th		W	W27X129							37.8	27.6	0.61	  5/16	10	1.1			1  1/8 	129	4.55	39.7				4760	395	345	11.2	0	0	184	57.6	36.8	2.21	0	0	0			0								0			0	0		11.1	0																			0										32500					66.3	182	68.4	195	0	0	0	0	0		0	0	0	27  5/8 	10	  5/8 	1  1/8 	1.7	2	0	0	0
13th		W	W27X114							33.5	27.3	0.57	  5/16	10.1	0.93			1  1/8 	114	5.41	42.5				4080	343	299	11	0	0	159	49.3	31.5	2.18	0	0	0			0								0			0	0		7.33	0																			0										27600					66.6	156	58.4	170	0	0	0	0	0		0	0	0	27  1/4 	10  1/8 	  9/16	 15/16	1.53	1 13/16	0	0	0
13th		W	W27X102							30	27.1	0.515	  1/4 	10	0.83			1  1/16	102	6.03	47.1				3620	305	267	11	0	0	139	43.4	27.8	2.15	0	0	0			0								0			0	0		5.28	0																			0										24000					65.7	136	51.7	151	0	0	0	0	0		0	0	0	27  1/8 	10	  1/2 	 13/16	1.43	1  3/4 	0	0	0
13th		W	W27X94							27.7	26.9	0.49	  1/4 	10	0.745			1  1/16	94	6.7	49.5				3270	278	243	10.9	0	0	124	38.8	24.8	2.12	0	0	0			0								0			0	0		4.03	0																			0										21300					65.4	122	46.3	137	0	0	0	0	0		0	0	0	26  7/8 	10	  1/2 	  3/4 	1.34	1  5/8 	0	0	0
13th		W	W27X84							24.8	26.7	0.46	  1/4 	10	0.64			1  1/16	84	7.78	52.7				2850	244	213	10.7	0	0	106	33.2	21.2	2.07	0	0	0			0								0			0	0		2.81	0																			0										17900					65.2	104	39.8	121	0	0	0	0	0		0	0	0	26  3/4 	10	  7/16	  5/8 	1.24	1  9/16	0	0	0
13th		W	W24X370							109	28	1.52	  3/4 	13.7	2.72			1  9/16	370	2.51	14.2				13400	1130	957	11.1	0	0	1160	267	170	3.27	0	0	0			0								0			0	0		201	0																			0										186000					86.6	807	209	568	0	0	0	0	0		0	0	0	28	13  5/8 	1  1/2 	2  3/4 	3.22	3  5/8 	0	0	0
13th		W	W24X335							98.4	27.5	1.38	 11/16	13.5	2.48			1  1/2 	335	2.73	15.6				11900	1020	864	11	0	0	1030	238	152	3.23	0	0	0			0								0			0	0		152	0																			0										161000					84.4	707	188	506	0	0	0	0	0		0	0	0	27  1/2 	13  1/2 	1  3/8 	2  1/2 	2.98	3  3/8 	0	0	0
13th		W	W24X306							89.8	27.1	1.26	  5/8 	13.4	2.28			1  7/16	306	2.94	17.1				10700	922	789	10.9	0	0	919	214	137	3.2	0	0	0			0								0			0	0		117	0																			0										142000					83.1	635	172	459	0	0	0	0	0		0	0	0	27  1/8 	13  3/8 	1  1/4 	2  1/4 	2.78	3  3/16	0	0	0
13th		W	W24X279							82	26.7	1.16	  5/8 	13.3	2.09			1  7/16	279	3.18	18.6				9600	835	718	10.8	0	0	823	193	124	3.17	0	0	0			0								0			0	0		90.5	0																			0										125000					81.8	569	156	416	0	0	0	0	0		0	0	0	26  3/4 	13  1/4 	1  3/16	2  1/16	2.59	3	0	0	0
13th		W	W24X250							73.5	26.3	1.04	  9/16	13.2	1.89			1  3/8 	250	3.49	20.7				8490	744	644	10.7	0	0	724	171	110	3.14	0	0	0			0								0			0	0		66.6	0																			0										108000					80.6	502	140	370	0	0	0	0	0		0	0	0	26  3/8 	13  1/8 	1  1/16	1  7/8 	2.39	2 13/16	0	0	0
13th		W	W24X229							67.2	26	0.96	  1/2 	13.1	1.73			1  5/16	229	3.79	22.5				7650	675	588	10.7	0	0	651	154	99.4	3.11	0	0	0			0								0			0	0		51.3	0																			0										96100					79.5	450	127	336	0	0	0	0	0		0	0	0	26	13  1/8 	 15/16	1  3/4 	2.23	2  5/8 	0	0	0
13th		W	W24X207							60.7	25.7	0.87	  7/16	13	1.57			1  1/4 	207	4.14	24.8				6820	606	531	10.6	0	0	578	137	88.8	3.08	0	0	0			0								0			0	0		38.3	0																			0										84100					78.4	400	115	302	0	0	0	0	0		0	0	0	25  3/4 	13	  7/8 	1  9/16	2.07	2  1/2 	0	0	0
13th		W	W24X192							56.3	25.5	0.81	  7/16	13	1.46			1  1/4 	192	4.43	26.6				6260	559	491	10.5	0	0	530	126	81.8	3.07	0	0	0			0								0			0	0		30.8	0																			0										76300					78.1	371	107	280	0	0	0	0	0		0	0	0	25  1/2 	13	 13/16	1  7/16	1.96	2  3/8 	0	0	0
13th		W	W24X176							51.7	25.2	0.75	  3/8 	12.9	1.34			1  3/16	176	4.81	28.7				5680	511	450	10.5	0	0	479	115	74.3	3.04	0	0	0			0								0			0	0		23.9	0																			0										68400					76.9	333	97.1	254	0	0	0	0	0		0	0	0	25  1/4 	12  7/8 	  3/4 	1  5/16	1.84	2  1/4 	0	0	0
13th		W	W24X162							47.7	25	0.705	  3/8 	13	1.22			1  3/16	162	5.31	30.6				5170	468	414	10.4	0	0	443	105	68.4	3.05	0	0	0			0								0			0	0		18.5	0																			0										62600					77.3	306	89.2	233	0	0	0	0	0		0	0	0	25	13	 11/16	1  1/4 	1.72	2  1/8 	0	0	0
13th		W	W24X146							43	24.7	0.65	  5/16	12.9	1.09			1  1/8 	146	5.92	33.2				4580	418	371	10.3	0	0	391	93.2	60.5	3.01	0	0	0			0								0			0	0		13.4	0																			0										54600					76.1	268	78.8	207	0	0	0	0	0		0	0	0	24  3/4 	12  7/8 	  5/8 	1  1/16	1.59	2	0	0	0
13th		W	W24X131							38.5	24.5	0.605	  5/16	12.9	0.96			1  1/8 	131	6.7	35.6				4020	370	329	10.2	0	0	340	81.5	53	2.97	0	0	0			0								0			0	0		9.5	0																			0										47100					75.9	235	69.5	184	0	0	0	0	0		0	0	0	24  1/2 	12  7/8 	  5/8 	 15/16	1.46	1  7/8 	0	0	0
13th		W	W24X117							34.4	24.3	0.55	  5/16	12.8	0.85			1  1/8 	117	7.53	39.2				3540	327	291	10.1	0	0	297	71.4	46.5	2.94	0	0	0			0								0			0	0		6.72	0																			0										40800					75	204	61	163	0	0	0	0	0		0	0	0	24  1/4 	12  3/4 	  9/16	  7/8 	1.35	1  3/4 	0	0	0
13th		W	W24X104							30.6	24.1	0.5	  1/4 	12.8	0.75			1  1/16	104	8.5	43.1				3100	289	258	10.1	0	0	259	62.4	40.7	2.91	0	0	0			0								0			0	0		4.72	0																			0										35200					74.7	179	53.9	144	0	0	0	0	0		0	0	0	24	12  3/4 	  1/2 	  3/4 	1.25	1  5/8 	0	0	0
13th		W	W24X103							30.3	24.5	0.55	  5/16	9	0.98			1  1/8 	103	4.59	39.2				3000	280	245	10	0	0	119	41.5	26.5	1.99	0	0	0			0								0			0	0		7.07	0																			0										16600					52.9	117	48.7	139	0	0	0	0	0		0	0	0	24  1/2 	9	  9/16	1	1.48	1  7/8 	0	0	0
13th		W	W24X94							27.7	24.3	0.515	  1/4 	9.07	0.875			1  1/16	94	5.18	41.9				2700	254	222	9.87	0	0	109	37.5	24	1.98	0	0	0			0								0			0	0		5.26	0																			0										15000					53.1	105	43.8	126	0	0	0	0	0		0	0	0	24  1/4 	9  1/8 	  1/2 	  7/8 	1.38	1  3/4 	0	0	0
13th		W	W24X84							24.7	24.1	0.47	  1/4 	9.02	0.77			1  1/16	84	5.86	45.9				2370	224	196	9.79	0	0	94.4	32.6	20.9	1.95	0	0	0			0								0			0	0		3.7	0																			0										12800					52.6	91.3	38.4	111	0	0	0	0	0		0	0	0	24  1/8 	9	  1/2 	  3/4 	1.27	1 11/16	0	0	0
13th		W	W24X76							22.4	23.9	0.44	  1/4 	8.99	0.68			1  1/16	76	6.61	49				2100	200	176	9.69	0	0	82.5	28.6	18.4	1.92	0	0	0			0								0			0	0		2.68	0																			0										11100					52.2	79.8	33.8	98.9	0	0	0	0	0		0	0	0	23  7/8 	9	  7/16	 11/16	1.18	1  9/16	0	0	0
13th		W	W24X68							20.1	23.7	0.415	  1/4 	8.97	0.585			1  1/16	68	7.66	52				1830	177	154	9.55	0	0	70.4	24.5	15.7	1.87	0	0	0			0								0			0	0		1.87	0																			0										9430					51.8	68	28.9	87	0	0	0	0	0		0	0	0	23  3/4 	9	  7/16	  9/16	1.09	1  1/2 	0	0	0
13th		W	W24X62							18.2	23.7	0.43	  1/4 	7.04	0.59			1  1/16	62	5.97	50.1				1550	153	131	9.23	0	0	34.5	15.7	9.8	1.38	0	0	0			0								0			0	0		1.71	0																			0										4620					40.7	42.2	22.5	75.3	0	0	0	0	0		0	0	0	23  3/4 	7	  7/16	  9/16	1.09	1  1/2 	0	0	0
13th		W	W24X55							16.2	23.6	0.395	  3/16	7.01	0.505			1	55	6.94	54.6				1350	134	114	9.11	0	0	29.1	13.3	8.3	1.34	0	0	0			0								0			0	0		1.18	0																			0										3870					40.5	35.8	19.3	66.1	0	0	0	0	0		0	0	0	23  5/8 	7	  3/8 	  1/2 	1.01	1  7/16	0	0	0
13th		W	W21X201							59.2	23	0.91	  1/2 	12.6	1.63			1  5/16	201	3.86	20.6				5310	530	461	9.47	0	0	542	133	86.1	3.02	0	0	0			0								0			0	0		40.9	0																			0										62000					67.3	346	102	264	0	0	0	0	0		0	0	0	23	12  5/8 	 15/16	1  5/8 	2.13	2  1/2 	0	0	0
13th		W	W21X182							53.6	22.7	0.83	  7/16	12.5	1.48			1  1/4 	182	4.22	22.6				4730	476	417	9.4	0	0	483	119	77.2	3	0	0	0			0								0			0	0		30.7	0																			0										54400					66.3	307	91.6	237	0	0	0	0	0		0	0	0	22  3/4 	12  1/2 	 13/16	1  1/2 	1.98	2  3/8 	0	0	0
13th		W	W21X166							48.8	22.5	0.75	  3/8 	12.4	1.36			1  3/16	166	4.57	25				4280	432	380	9.36	0	0	435	108	70	2.99	0	0	0			0								0			0	0		23.6	0																			0										48500					65.5	276	83.7	215	0	0	0	0	0		0	0	0	22  1/2 	12  3/8 	  3/4 	1  3/8 	1.86	2  1/4 	0	0	0
13th		W	W21X147							43.2	22.1	0.72	  3/8 	12.5	1.15			1  3/16	147	5.44	26.1				3630	373	329	9.17	0	0	376	92.6	60.1	2.95	0	0	0			0								0			0	0		15.4	0																			0										41100					65.5	235	71	186	0	0	0	0	0		0	0	0	22	12  1/2 	  3/4 	1  1/8 	1.65	2	0	0	0
13th		W	W21X132							38.8	21.8	0.65	  5/16	12.4	1.04			1  1/8 	132	6.01	28.9				3220	333	295	9.12	0	0	333	82.3	53.5	2.93	0	0	0			0								0			0	0		11.3	0																			0										36000					64.4	206	62.8	164	0	0	0	0	0		0	0	0	21  7/8 	12  1/2 	  5/8 	1  1/16	1.54	1 15/16	0	0	0
13th		W	W21X122							35.9	21.7	0.6	  5/16	12.4	0.96			1  1/8 	122	6.45	31.3				2960	307	273	9.09	0	0	305	75.6	49.2	2.92	0	0	0			0								0			0	0		8.98	0																			0										32700					64.3	191	58.7	153	0	0	0	0	0		0	0	0	21  5/8 	12  3/8 	  5/8 	 15/16	1.46	1 13/16	0	0	0
13th		W	W21X111							32.7	21.5	0.55	  5/16	12.3	0.875			1  1/8 	111	7.05	34.1				2670	279	249	9.05	0	0	274	68.2	44.5	2.9	0	0	0			0								0			0	0		6.83	0																			0										29200					63.4	171	53	138	0	0	0	0	0		0	0	0	21  1/2 	12  3/8 	  9/16	  7/8 	1.38	1  3/4 	0	0	0
13th		W	W21X101							29.8	21.4	0.5	  1/4 	12.3	0.8			1  1/16	101	7.68	37.5				2420	253	227	9.02	0	0	248	61.7	40.3	2.89	0	0	0			0								0			0	0		5.21	0																			0										26200					63.3	156	48.6	126	0	0	0	0	0		0	0	0	21  3/8 	12  1/4 	  1/2 	 13/16	1.3	1 11/16	0	0	0
13th		W	W21X93							27.3	21.6	0.58	  5/16	8.42	0.93			 15/16	93	4.53	32.3				2070	221	192	8.7	0	0	92.9	34.7	22.1	1.84	0	0	0			0								0			0	0		6.03	0																			0										9940					43.5	85.2	37.7	109	0	0	0	0	0		0	0	0	21  5/8 	8  3/8 	  9/16	 15/16	1.43	1  5/8 	0	0	0
13th		W	W21X83							24.3	21.4	0.515	  1/4 	8.36	0.835			  7/8 	83	5	36.4				1830	196	171	8.67	0	0	81.4	30.5	19.5	1.83	0	0	0			0								0			0	0		4.34	0																			0										8630					43	75	33.7	96.8	0	0	0	0	0		0	0	0	21  3/8 	8  3/8 	  1/2 	 13/16	1.34	1  1/2 	0	0	0
13th		W	W21X73							21.5	21.2	0.455	  1/4 	8.3	0.74			  7/8 	73	5.6	41.2				1600	172	151	8.64	0	0	70.6	26.6	17	1.81	0	0	0			0								0			0	0		3.02	0																			0										7410					42.5	65.2	29.7	85	0	0	0	0	0		0	0	0	21  1/4 	8  1/4 	  7/16	  3/4 	1.24	1  7/16	0	0	0
13th		W	W21X68							20	21.1	0.43	  1/4 	8.27	0.685			  7/8 	68	6.04	43.6				1480	160	140	8.6	0	0	64.7	24.4	15.7	1.8	0	0	0			0								0			0	0		2.45	0																			0										6760					42.2	59.8	27.4	78.7	0	0	0	0	0		0	0	0	21  1/8 	8  1/4 	  7/16	 11/16	1.19	1  3/8 	0	0	0
13th		W	W21X62							18.3	21	0.4	  3/16	8.24	0.615			 13/16	62	6.7	46.9				1330	144	127	8.54	0	0	57.5	21.7	14	1.77	0	0	0			0								0			0	0		1.83	0																			0										5960					42	53.2	24.6	71.2	0	0	0	0	0		0	0	0	21	8  1/4 	  3/8 	  5/8 	1.12	1  5/16	0	0	0
13th		W	W21X55							16.2	20.8	0.375	  3/16	8.22	0.522			 13/16	55	7.87	50				1140	126	110	8.4	0	0	48.4	18.4	11.8	1.73	0	0	0			0								0			0	0		1.24	0																			0										4980					41.7	44.7	20.8	61.8	0	0	0	0	0		0	0	0	20  3/4 	8  1/4 	  3/8 	  1/2 	1.02	1  3/16	0	0	0
13th		W	W21X48							14.1	20.6	0.35	  3/16	8.14	0.43			 13/16	48	9.47	53.6				959	107	93	8.24	0	0	38.7	14.9	9.52	1.66	0	0	0			0								0			0	0		0.803	0																			0										3950					41	35.9	16.9	52.3	0	0	0	0	0		0	0	0	20  5/8 	8  1/8 	  3/8 	  7/16	0.93	1  1/8 	0	0	0
13th		W	W21X57							16.7	21.1	0.405	  3/16	6.56	0.65			 13/16	57	5.04	46.3				1170	129	111	8.36	0	0	30.6	14.8	9.35	1.35	0	0	0			0								0			0	0		1.77	0																			0										3190					33.5	35.8	20.5	63.4	0	0	0	0	0		0	0	0	21	6  1/2 	  3/8 	  5/8 	1.15	1  5/16	0	0	0
13th		W	W21X50							14.7	20.8	0.38	  3/16	6.53	0.535			 13/16	50	6.1	49.4				984	110	94.5	8.18	0	0	24.9	12.2	7.64	1.3	0	0	0			0								0			0	0		1.14	0																			0										2570					33.1	28.9	16.7	53.9	0	0	0	0	0		0	0	0	20  7/8 	6  1/2 	  3/8 	  9/16	1.04	1  1/4 	0	0	0
13th		W	W21X44							13	20.7	0.35	  3/16	6.5	0.45			 13/16	44	7.22	53.6				843	95.4	81.6	8.06	0	0	20.7	10.2	6.37	1.26	0	0	0			0								0			0	0		0.77	0																			0										2110					32.9	24.1	14	46.8	0	0	0	0	0		0	0	0	20  5/8 	6  1/2 	  3/8 	  7/16	0.95	1  1/8 	0	0	0
13th		W	W18X311							91.6	22.3	1.52	  3/4 	12	2.74			1  3/8 	311	2.19	10.4				6970	754	624	8.72	0	0	795	207	132	2.95	0	0	0			0								0			0	0		176	0																			0										76200					58.7	482	140	375	0	0	0	0	0		0	0	0	22  3/8 	12	1  1/2 	2  3/4 	3.24	3  7/16	0	0	0
13th		W	W18X283							83.3	21.9	1.4	 11/16	11.9	2.5			1  5/16	283	2.38	11.3				6170	676	565	8.61	0	0	704	185	118	2.91	0	0	0			0								0			0	0		134	0																			0										65900					57.7	429	127	339	0	0	0	0	0		0	0	0	21  7/8 	11  7/8 	1  3/8 	2  1/2 	3	3  3/16	0	0	0
13th		W	W18X258							75.9	21.5	1.28	  5/8 	11.8	2.3			1  1/4 	258	2.56	12.5				5510	611	514	8.53	0	0	628	166	107	2.88	0	0	0			0								0			0	0		103	0																			0										57600					56.6	384	116	306	0	0	0	0	0		0	0	0	21  1/2 	11  3/4 	1  1/4 	2  5/16	2.7	3	0	0	0
13th		W	W18X234							68.8	21.1	1.16	  5/8 	11.7	2.11			1  3/16	234	2.76	13.8				4900	549	466	8.44	0	0	558	149	95.8	2.85	0	0	0			0								0			0	0		78.7	0																			0										50100					55.5	343	106	276	0	0	0	0	0		0	0	0	21	11  5/8 	1  3/16	2  1/8 	2.51	2  3/4 	0	0	0
13th		W	W18X211							62.1	20.7	1.06	  9/16	11.6	1.91			1  3/16	211	3.02	15.1				4330	490	419	8.35	0	0	493	132	85.3	2.82	0	0	0			0								0			0	0		58.6	0																			0										43400					54.5	302	94.6	246	0	0	0	0	0		0	0	0	20  5/8 	11  1/2 	1  1/16	1 15/16	2.31	2  9/16	0	0	0
13th		W	W18X192							56.4	20.4	0.96	  1/2 	11.5	1.75			1  1/8 	192	3.27	16.7				3870	442	380	8.28	0	0	440	119	76.8	2.79	0	0	0			0								0			0	0		44.7	0																			0										38000					53.6	270	86	222	0	0	0	0	0		0	0	0	20  3/8 	11  1/2 	 15/16	1  3/4 	2.15	2  7/16	0	0	0
13th		W	W18X175							51.3	20	0.89	  7/16	11.4	1.59			1  1/4 	175	3.58	18				3450	398	344	8.2	0	0	391	106	68.8	2.76	0	0	0			0								0			0	0		33.8	0																			0										33300					52.5	238	76.9	198	0	0	0	0	0		0	0	0	20	11  3/8 	  7/8 	1  9/16	1.99	2  7/16	0	0	0
13th		W	W18X158							46.3	19.7	0.81	  7/16	11.3	1.44			1  1/4 	158	3.92	19.8				3060	356	310	8.12	0	0	347	94.8	61.4	2.74	0	0	0			0								0			0	0		25.2	0																			0										29000					51.6	210	69	177	0	0	0	0	0		0	0	0	19  3/4 	11  1/4 	 13/16	1  7/16	1.84	2  3/8 	0	0	0
