Model,span,width,Y,girders,girderspacing,numberofdiaphragms,haunch,numberofgirders,minendmoment,maxendmoment,maxmoment,maxZreaction,minZreaction,maxXreaction,minXreaction,mindeflection,Kg,df,df1,df2,LR1,LR2
TX_28_120_P01,120,28,50.25,"[1.625, 16, 2.125, 16, 0.5, 36.5]",8.667,6,2,4,-77.17500171,105175.6247,9129545.773,14997.61891,-2526.382998,1.49E-08,-7.33E-09,-1.036610912,682927.854,0.630726719,0.432786372,0.630726719,0.538479289,0.554970202
TX_28_120_R01,120,28,50.25,"[40, 324]",8.667,6,2.25,4,-95.19507549,105871.8832,9152481.626,15018.92822,-2528.62868,1.46E-07,-1.06E-07,-0.993211504,538070.4291,0.617634882,0.424004253,0.617634882,0.538479289,0.543450824
TX_28_30_P01,30,28,29.25,"[1, 12, 1.25, 12, 0.5, 17]",8.667,3,2,4,-2220.669688,125759.0641,2177331.897,15330.88103,-972.7741556,1.51E-09,-1.81E-09,-0.107470664,95347.312,0.768531152,0.5948539,0.768531152,0.538479289,0.676222959
TX_28_30_P02,30,28,31.62,"[0.875, 12, 1.25, 12, 0.5, 19.5]",8.667,3,1.995,4,-6839.040637,142410.7091,2217876.402,15196.69671,-1032.160756,1.68E-09,-7.50E-10,-0.094092328,115599.288,0.782018282,0.605255227,0.782018282,0.538479289,0.688090152
TX_28_30_P03,30,28,34.25,"[0.75, 12, 1, 12, 0.5, 22.5]",8.667,3,2,4,-3756.212631,128404.3985,2205944.189,15273.54328,-980.5873447,1.39E-09,-1.03E-09,-0.085050404,121531.0071,0.785565042,0.607990502,0.785565042,0.538479289,0.691210911
TX_28_30_P04,30,28,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",8.667,3,2,4,-4619.106156,130710.5124,2226501.751,15222.68767,-904.3933556,6.62E-10,-1.41E-09,-0.065933135,168798.17,0.809297249,0.626292872,0.809297249,0.538479289,0.712092645
TX_28_30_P05,30,28,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",8.667,3,2,4,-5063.640381,132860.1941,2242141.796,15167.42751,-796.0054428,4.85E-10,-1.45E-09,-0.047720548,261489.3248,0.842150415,0.65162936,0.842150415,0.538479289,0.740999821
TX_28_30_P06,30,28,43,"[0.75, 12, 0.75, 12, 0.5, 31.5]",8.667,3,2,4,-4934.356396,131647.1694,2240129.701,15207.32182,-891.56272,1.15E-09,-1.73E-09,-0.058544995,185579.1877,0.816289852,0.631685594,0.816289852,0.538479289,0.718245367
TX_28_30_P07,30,28,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",8.667,3,1.995,4,-7094.907741,145463.8219,2264129.44,15117.17503,-865.0614146,8.84E-09,-4.01E-09,-0.049711738,236480.6125,0.834477097,0.645711668,0.834477097,0.538479289,0.734248145
TX_28_30_P08,30,28,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",8.667,3,2,4,-5272.869689,133788.5278,2260623.488,15158.45994,-782.1515933,9.69E-10,-7.71E-10,-0.040690846,295778.7071,0.851661574,0.658964403,0.851661574,0.538479289,0.749368596
TX_28_30_R01,30,28,29.25,"[18, 130]",8.667,3,3.25,4,-2754.16445,127379.4972,2194964.121,15319.28671,-903.944299,3.47E-09,-7.10E-09,-0.091560843,83381.61626,0.759293097,0.587729477,0.759293097,0.538479289,0.668094486
TX_28_30_R02,30,28,31.62,"[21, 132]",8.667,3,2.62,4,-3525.847,128692.2942,2207010.804,15304.46492,-922.7628394,9.03E-09,-3.28E-08,-0.080949813,94160.0958,0.767662725,0.594184166,0.767662725,0.538479289,0.675458839
TX_28_30_R03,30,28,34.25,"[24, 117]",8.667,3,2.25,4,-3799.221257,129136.4761,2215368.177,15293.3836,-937.9757579,1.89E-07,-8.23E-08,-0.077826613,94556.58193,0.767953838,0.594408674,0.767953838,0.538479289,0.675714987
TX_28_30_R04,30,28,37.25,"[27, 146]",8.667,3,2.25,4,-4559.945094,131808.4838,2232520.131,15228.42758,-820.6900752,9.26E-09,-6.40E-09,-0.055632293,138803.4952,0.795070747,0.615321339,0.795070747,0.538479289,0.699574887
TX_28_30_R05,30,28,40.75,"[30, 173]",8.667,3,2.75,4,-4763.113993,133505.054,2250038.336,15176.53158,-723.4916088,2.25E-09,-2.46E-09,-0.041005598,198891.02,0.821442993,0.635659716,0.821442993,0.538479289,0.722779565
TX_28_30_R06,30,28,43,"[33, 118]",8.667,3,2,4,-4863.52192,132381.7353,2249878.816,15221.68184,-840.8216495,3.89E-09,-4.36E-09,-0.051677736,142819.1041,0.797127291,0.616907353,0.797127291,0.538479289,0.701384419
TX_28_30_R07,30,28,45.62,"[36, 135]",8.667,3,1.62,4,-6621.185955,145938.8609,2271409.189,15120.62637,-787.9708616,4.47E-08,-2.44E-08,-0.042766013,179983.6227,0.814023803,0.629938009,0.814023803,0.538479289,0.716251493
TX_28_30_R08,30,28,48.25,"[40, 149]",8.667,3,0.25,4,-6388.95092,146244.4169,2289059.68,15109.33236,-742.6712157,2.18E-09,-2.54E-09,-0.038041458,209042.6387,0.82516814,0.638532565,0.82516814,0.538479289,0.726057286
TX_28_35_P01,35,28,29.25,"[1, 12, 1.25, 12, 0.5, 17]",8.667,3,2,4,-572.8410797,121857.1702,2557835.064,15437.83515,-1238.665953,1.84E-09,-1.29E-09,-0.165178556,95347.312,0.736870422,0.56254833,0.736870422,0.538479289,0.648364996
TX_28_35_P02,35,28,31.62,"[0.875, 12, 1.25, 12, 0.5, 19.5]",8.667,3,1.995,4,-7295.193546,140775.2244,2613081.283,15260.69635,-1292.179197,7.72E-10,-1.75E-09,-0.143834732,115599.288,0.749741844,0.572321409,0.749741844,0.538479289,0.659690434
TX_28_35_P03,35,28,34.25,"[0.75, 12, 1, 12, 0.5, 22.5]",8.667,3,2,4,-2838.57817,125207.8655,2599711.409,15351.31992,-1240.911191,1.69E-09,-8.61E-10,-0.130749322,121531.0071,0.75312669,0.574891472,0.75312669,0.538479289,0.662668726
TX_28_35_P04,35,28,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",8.667,3,2,4,-4431.608235,128310.9294,2630609.037,15295.671,-1158.913058,4.34E-08,-3.16E-08,-0.101082537,168798.17,0.775775486,0.592088365,0.775775486,0.538479289,0.682597178
TX_28_35_P05,35,28,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",8.667,3,2,4,-5536.538779,131286.7277,2653699.627,15238.04555,-1037.084957,2.36E-09,-2.42E-09,-0.072697131,261489.3248,0.807128856,0.61589451,0.807128856,0.538479289,0.710184698
TX_28_35_P06,35,28,43,"[0.75, 12, 0.75, 12, 0.5, 31.5]",8.667,3,2,4,-5042.76717,129487.5574,2650226.176,15271.89851,-1149.374801,1.51E-09,-7.03E-10,-0.08984959,185579.1877,0.782448866,0.597155363,0.782448866,0.538479289,0.688469019
TX_28_35_P07,35,28,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",8.667,3,1.995,4,-8505.469267,144830.9628,2684190.431,15166.10621,-1115.919861,1.25E-09,-1.14E-09,-0.075766139,236480.6125,0.799805837,0.610334251,0.799805837,0.538479289,0.703741246
TX_28_35_P08,35,28,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",8.667,3,2,4,-5857.498015,133174.5821,2693675.932,15235.8459,-963.8601479,1.47E-08,-1.60E-08,-0.05451013,295778.7071,0.816205816,0.622786511,0.816205816,0.538479289,0.718171425
TX_28_35_R01,35,28,29.25,"[18, 130]",8.667,3,3.25,4,-1465.73482,123781.0675,2580712.044,15434.39946,-1173.43878,9.14E-08,-3.49E-08,-0.143277182,83381.61626,0.728054098,0.555854227,0.728054098,0.538479289,0.6406076
TX_28_35_R02,35,28,31.62,"[21, 132]",8.667,3,2.62,4,-2559.9228,125400.1246,2597823.166,15396.9865,-1186.625289,1.26E-08,-9.83E-09,-0.126882463,94160.0958,0.73604164,0.561919048,0.73604164,0.538479289,0.647635759
TX_28_35_R03,35,28,34.25,"[24, 117]",8.667,3,2.25,4,-2956.225099,125927.5797,2610190.556,15379.29629,-1203.609043,3.44E-09,-3.71E-09,-0.12215747,94556.58193,0.736319463,0.562129995,0.736319463,0.538479289,0.647880213
TX_28_35_R04,35,28,37.25,"[27, 146]",8.667,3,2.25,4,-4605.10147,129602.3747,2634762.648,15314.14897,-1080.314359,1.33E-08,-2.78E-08,-0.087608527,138803.4952,0.762198445,0.58177952,0.762198445,0.538479289,0.670650874
TX_28_35_R05,35,28,40.75,"[30, 173]",8.667,3,2.75,4,-5351.576532,132001.7868,2662152.558,15259.93587,-971.725741,3.78E-09,-1.18E-08,-0.064710813,198891.02,0.787366758,0.600889445,0.787366758,0.538479289,0.692796224
TX_28_35_R06,35,28,43,"[33, 118]",8.667,3,2,4,-5092.922436,130257.9241,2661867.57,15292.45329,-1105.393945,1.35E-08,-6.32E-09,-0.081494947,142819.1041,0.764161105,0.583269738,0.764161105,0.538479289,0.672377798
TX_28_35_R07,35,28,45.62,"[36, 135]",8.667,3,1.62,4,-8189.546271,145420.2939,2693070.91,15182.20908,-1049.933117,1.23E-08,-6.57E-09,-0.067567125,179983.6227,0.780286266,0.595513332,0.780286266,0.538479289,0.686566168
TX_28_35_R08,35,28,48.25,"[40, 149]",8.667,3,0.25,4,-8046.211805,145868.3267,2699340.153,15171.31963,-1000.498918,2.43E-09,-5.88E-09,-0.060160211,209042.6387,0.790921848,0.603588771,0.790921848,0.538479289,0.695924311
TX_28_40_P01,40,28,29.25,"[1, 12, 1.25, 12, 0.5, 17]",8.667,4,2,4,-42.19387319,117237.7052,2923287.168,15471.29424,-1620.796323,2.36E-09,-2.16E-09,-0.238512242,95347.312,0.710651223,0.536181354,0.710651223,0.538479289,0.625294983
TX_28_40_P02,40,28,31.62,"[0.875, 12, 1.25, 12, 0.5, 19.5]",8.667,3,1.995,4,-7064.71426,138774.7461,2994179.78,15304.36271,-1513.275848,3.62E-09,-1.53E-09,-0.207473499,115599.288,0.72301276,0.545441673,0.72301276,0.538479289,0.636171776
TX_28_40_P03,40,28,34.25,"[0.75, 12, 1, 12, 0.5, 22.5]",8.667,3,2,4,-1314.737309,122219.3492,2993542.054,15425.41541,-1439.077084,7.87E-09,-5.45E-09,-0.17919082,121531.0071,0.726263518,0.547876893,0.726263518,0.538479289,0.639032087
TX_28_40_P04,40,28,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",8.667,3,2,4,-3526.498249,125463.6681,3022733.496,15342.47266,-1383.368467,1.45E-09,-2.38E-09,-0.146392634,168798.17,0.74801511,0.564171525,0.74801511,0.538479289,0.658171097
TX_28_40_P05,40,28,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",8.667,3,2,4,-5503.853573,130139.2209,3071209.567,15311.63065,-1211.333598,8.26E-09,-6.05E-09,-0.094909675,261489.3248,0.778126454,0.586728644,0.778126454,0.538479289,0.684665771
TX_28_40_P06,40,28,43,"[0.75, 12, 0.75, 12, 0.5, 31.5]",8.667,3,2,4,-4460.405484,126903.6716,3049240.674,15312.35152,-1377.071714,2.35E-09,-3.14E-09,-0.130110893,185579.1877,0.754424132,0.568972675,0.754424132,0.538479289,0.663810333
TX_28_40_P07,40,28,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",8.667,3,1.995,4,-9443.796673,143883.898,3094885.256,15198.51858,-1340.1829,1.17E-09,-8.22E-10,-0.109294389,236480.6125,0.771093527,0.581460113,0.771093527,0.538479289,0.678477569
TX_28_40_P08,40,28,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",8.667,3,2,4,-6257.510658,130713.0876,3093929.825,15253.19737,-1246.796582,2.27E-09,-1.71E-09,-0.089540369,295778.7071,0.786843841,0.593259045,0.786843841,0.538479289,0.692336114
TX_28_40_R01,40,28,29.25,"[18, 130]",8.667,4,3.25,4,-204.0929418,119453.9083,2950377.311,15477.27812,-1559.092443,1.74E-08,-1.23E-08,-0.209649004,83381.61626,0.702184147,0.529838467,0.702184147,0.538479289,0.617844886
TX_28_40_R02,40,28,31.62,"[21, 132]",8.667,3,2.62,4,-736.4976455,121595.2058,2973978.889,15457.51747,-1416.138799,1.96E-08,-1.87E-08,-0.186446322,94160.0958,0.709855272,0.535585088,0.709855272,0.538479289,0.624594633
TX_28_40_R03,40,28,34.25,"[24, 117]",8.667,3,2.25,4,-1255.272489,122206.5605,2990438.798,15433.97815,-1433.695887,1.12E-08,-1.05E-08,-0.179706462,94556.58193,0.71012209,0.535784968,0.71012209,0.538479289,0.624829404
TX_28_40_R04,40,28,37.25,"[27, 146]",8.667,3,2.25,4,-3929.714163,126900.5617,3025093.652,15369.55205,-1312.180357,4.28E-09,-5.17E-09,-0.129334735,138803.4952,0.734975907,0.55440355,0.734975907,0.538479289,0.646698032
TX_28_40_R05,40,28,40.75,"[30, 173]",8.667,3,2.75,4,-5378.075937,130065.1342,3064592.534,15317.20893,-1201.275652,3.53E-09,-7.07E-09,-0.095766459,198891.02,0.759147208,0.572510842,0.759147208,0.538479289,0.66796612
TX_28_40_R06,40,28,43,"[33, 118]",8.667,3,2,4,-4602.74034,127657.1755,3062182.026,15335.6232,-1340.49498,2.76E-08,-2.93E-08,-0.120460915,142819.1041,0.736860818,0.555815581,0.736860818,0.538479289,0.648356546
TX_28_40_R07,40,28,45.62,"[36, 135]",8.667,3,1.62,4,-9269.783021,144525.6224,3104702.196,15222.83152,-1286.260101,1.05E-08,-1.53E-08,-0.100097631,179983.6227,0.752347201,0.567416796,0.752347201,0.538479289,0.661982861
TX_28_40_R08,40,28,48.25,"[40, 149]",8.667,3,0.25,4,-9271.700357,145137.5931,3113979.599,15213.73871,-1236.74199,5.62E-09,-2.63E-09,-0.089211753,209042.6387,0.762561467,0.575068544,0.762561467,0.538479289,0.670970293
TX_28_45_P01,45,28,29.25,"[1, 12, 1.25, 12, 0.5, 17]",8.667,4,2,4,-48.74052498,112510.4484,3273707.7,15509.95843,-1820.955039,2.93E-09,-1.29E-09,-0.329984121,95347.312,0.688410966,0.514097646,0.688410966,0.538479289,0.605726001
TX_28_45_P02,45,28,31.62,"[0.875, 12, 1.25, 12, 0.5, 19.5]",8.667,3,1.995,4,-6246.886678,136454.0068,3360186.873,15331.09731,-1699.61819,2.59E-09,-4.18E-09,-0.287487379,115599.288,0.700339996,0.522928502,0.700339996,0.538479289,0.616222236
TX_28_45_P03,45,28,34.25,"[0.75, 12, 1, 12, 0.5, 22.5]",8.667,3,2,4,-75.33311956,117535.8225,3345138.18,15432.73,-1655.652304,2.15E-09,-2.55E-09,-0.262723555,121531.0071,0.703477016,0.525250785,0.703477016,0.538479289,0.618982469
TX_28_45_P04,45,28,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",8.667,3,2,4,-1990.821104,122270.1615,3403271.282,15369.36364,-1575.247622,1.30E-09,-1.88E-09,-0.202616983,168798.17,0.72446756,0.540789726,0.72446756,0.538479289,0.637451841
TX_28_45_P05,45,28,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",8.667,3,2,4,-4860.912242,127020.5633,3448631.393,15312.43216,-1452.033169,1.71E-09,-3.09E-09,-0.145169793,261489.3248,0.753525364,0.562300721,0.753525364,0.538479289,0.663019515
TX_28_45_P06,45,28,43,"[0.75, 12, 0.75, 12, 0.5, 31.5]",8.667,3,2,4,-3245.130999,123942.3318,3436252.948,15332.11077,-1572.369883,1.52E-09,-1.31E-09,-0.180835974,185579.1877,0.730652343,0.545368214,0.730652343,0.538479289,0.64289377
TX_28_45_P07,45,28,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",8.667,3,1.995,4,-9907.430927,142659.4525,3495530.937,15214.35825,-1533.938505,6.99E-09,-8.51E-09,-0.151298951,236480.6125,0.746738507,0.557276527,0.746738507,0.538479289,0.657047827
TX_28_45_P08,45,28,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",8.667,3,2,4,-5991.165806,128662.632,3497066.054,15271.16875,-1443.486277,7.45E-10,-2.94E-09,-0.124194822,295778.7071,0.761937746,0.568528264,0.761937746,0.538479289,0.670421487
TX_28_45_R01,45,28,29.25,"[18, 130]",8.667,4,3.25,4,-46.99646343,114920.6864,3306168.05,15516.29979,-1766.091748,1.03E-09,-2.37E-09,-0.292880644,83381.61626,0.680240137,0.508048921,0.680240137,0.538479289,0.598536569
TX_28_45_R02,45,28,31.62,"[21, 132]",8.667,3,2.62,4,-82.14932007,117414.7688,3335867.357,15494.46409,-1613.33293,7.03E-09,-1.31E-08,-0.260938757,94160.0958,0.687642864,0.513529033,0.687642864,0.538479289,0.605050155
TX_28_45_R03,45,28,34.25,"[24, 117]",8.667,3,2.25,4,-74.03245856,118113.2589,3356437.41,15466.13509,-1628.446976,7.70E-09,-4.93E-09,-0.251746769,94556.58193,0.687900346,0.513719643,0.687900346,0.538479289,0.605276711
TX_28_45_R04,45,28,37.25,"[27, 146]",8.667,3,2.25,4,-2609.556025,123793.8402,3403741.984,15399.87584,-1513.091836,2.32E-09,-4.72E-09,-0.181834523,138803.4952,0.711884575,0.531474757,0.711884575,0.538479289,0.626380197
TX_28_45_R05,45,28,40.75,"[30, 173]",8.667,3,2.75,4,-4846.542686,127732.5924,3457165.257,15349.22659,-1404.576714,1.79E-08,-1.16E-08,-0.13499472,198891.02,0.735210167,0.548742294,0.735210167,0.538479289,0.646904154
TX_28_45_R06,45,28,43,"[33, 118]",8.667,3,2,4,-3454.57426,124671.2856,3450628.262,15356.62058,-1542.104442,9.12E-09,-3.72E-09,-0.169554896,142819.1041,0.713703536,0.532821303,0.713703536,0.538479289,0.627980683
TX_28_45_R07,45,28,45.62,"[36, 135]",8.667,3,1.62,4,-9847.081075,143309.6199,3505753.813,15243.00015,-1491.002392,1.23E-08,-2.20E-08,-0.141226009,179983.6227,0.728648079,0.543884492,0.728648079,0.538479289,0.641130238
TX_28_45_R08,45,28,48.25,"[40, 149]",8.667,3,0.25,4,-10027.37912,144088.012,3518749.746,15235.41769,-1443.712507,4.55E-09,-9.43E-09,-0.125988886,209042.6387,0.738504967,0.551181378,0.738504967,0.538479289,0.649803216
TX_28_50_P01,50,28,29.25,"[1, 12, 1.25, 12, 0.5, 17]",8.667,4,2,4,-52.86773236,107593.2703,3609987.497,15537.5956,-1991.085326,2.77E-09,-3.56E-09,-0.440462414,95347.312,0.669192403,0.495227835,0.669192403,0.538479289,0.588815777
TX_28_50_P02,50,28,31.62,"[0.875, 12, 1.25, 12, 0.5, 19.5]",8.667,3,1.995,4,-4973.518272,133938.4223,3712784.758,15349.31531,-1854.954295,3.17E-09,-1.03E-09,-0.384009806,115599.288,0.680747688,0.503691729,0.680747688,0.538479289,0.598983158
TX_28_50_P03,50,28,34.25,"[0.75, 12, 1, 12, 0.5, 22.5]",8.667,3,2,4,-82.77642367,113782.2364,3712940.359,15471.25642,-1800.915191,1.98E-08,-3.35E-08,-0.338470608,121531.0071,0.683786424,0.505917511,0.683786424,0.538479289,0.601656912
TX_28_50_P04,50,28,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",8.667,3,2,4,-73.10480777,118782.4968,3771201.532,15381.23366,-1738.642528,2.38E-09,-1.79E-09,-0.271680205,168798.17,0.70411932,0.520810738,0.70411932,0.538479289,0.619547626
TX_28_50_P05,50,28,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",8.667,3,2,4,-3780.482298,124431.2309,3831861.095,15322.93206,-1620.006537,4.41E-09,-2.37E-09,-0.194251441,261489.3248,0.732266724,0.541427854,0.732266724,0.538479289,0.644314249
TX_28_50_P06,50,28,43,"[0.75, 12, 0.75, 12, 0.5, 31.5]",8.667,3,2,4,-1497.805857,120729.5794,3812270.202,15339.71989,-1736.949838,2.30E-09,-1.78E-09,-0.242417069,185579.1877,0.71011033,0.52519897,0.71011033,0.538479289,0.624819056
TX_28_50_P07,50,28,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",8.667,3,1.995,4,-10077.90913,141845.0918,3902335.443,15240.24998,-1673.014099,3.12E-09,-4.24E-09,-0.190119158,236480.6125,0.725692504,0.536612437,0.725692504,0.538479289,0.638529657
TX_28_50_P08,50,28,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",8.667,3,2,4,-5256.443532,126357.0312,3891274.162,15275.28107,-1613.014459,2.18E-09,-2.08E-09,-0.166345918,295778.7071,0.740415541,0.547396614,0.740415541,0.538479289,0.651484312
TX_28_50_R01,50,28,29.25,"[18, 130]",8.667,4,3.25,4,-51.20924016,110160.0147,3648051.87,15542.00389,-1942.480212,3.24E-09,-3.46E-09,-0.39389775,83381.61626,0.661277571,0.489430462,0.661277571,0.538479289,0.581851595
TX_28_50_R02,50,28,31.62,"[21, 132]",8.667,3,2.62,4,-92.93547527,112988.8551,3684059.003,15516.66332,-1784.093419,2.08E-08,-2.52E-08,-0.351518402,94160.0958,0.668448366,0.49468285,0.668448366,0.538479289,0.588161106
TX_28_50_R03,50,28,34.25,"[24, 117]",8.667,3,2.25,4,-84.97399806,113776.6159,3708776.341,15484.63174,-1792.535761,4.10E-09,-5.10E-09,-0.339421276,94556.58193,0.668697781,0.494865539,0.668697781,0.538479289,0.588380564
TX_28_50_R04,50,28,37.25,"[27, 146]",8.667,3,2.25,4,-740.2152436,120390.579,3771057.715,15413.20974,-1683.943781,1.15E-08,-7.95E-09,-0.246048708,138803.4952,0.691930568,0.511882848,0.691930568,0.538479289,0.608822864
TX_28_50_R05,50,28,40.75,"[30, 173]",8.667,3,2.75,4,-3810.568971,125084.5581,3839921.797,15362.01832,-1580.677555,8.13E-09,-6.48E-09,-0.183162678,198891.02,0.714525354,0.528432841,0.714525354,0.538479289,0.628703792
TX_28_50_R06,50,28,43,"[33, 118]",8.667,3,2,4,-1746.823333,121405.6543,3827512.259,15363.28979,-1712.090495,9.35E-09,-5.68E-09,-0.229683376,142819.1041,0.69369254,0.513173439,0.69369254,0.538479289,0.610373206
TX_28_50_R07,50,28,45.62,"[36, 135]",8.667,3,1.62,4,-9963.845831,141814.8866,3896318.565,15248.48648,-1665.13279,3.12E-08,-1.81E-08,-0.191767426,179983.6227,0.708168861,0.523776903,0.708168861,0.538479289,0.623110777
TX_28_50_R08,50,28,48.25,"[40, 149]",8.667,3,0.25,4,-10339.61101,142753.1804,3913640.125,15241.33504,-1621.142273,3.10E-08,-1.65E-08,-0.17123945,209042.6387,0.717716926,0.53077057,0.717716926,0.538479289,0.631512025
TX_28_55_P01,55,28,31.62,"[0.875, 12, 1.25, 12, 0.5, 19.5]",8.667,4,1.995,4,-4581.362166,130778.3143,4059584.174,15284.32174,-2146.866701,2.64E-09,-4.28E-09,-0.497245555,115599.288,0.66356508,0.486990587,0.66356508,0.538479289,0.583864351
TX_28_55_P02,55,28,34.25,"[0.75, 12, 1, 12, 0.5, 22.5]",8.667,4,2,4,-96.36532957,108634.7776,4043507.438,15385.57434,-2131.118241,2.63E-09,-2.39E-09,-0.455465396,121531.0071,0.666517619,0.489132587,0.666517619,0.538479289,0.586462261
TX_28_55_P03,55,28,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",8.667,4,2,4,-80.75439758,114852.9518,4131855.565,15314.52674,-2056.872864,3.90E-09,-2.23E-09,-0.352066442,168798.17,0.686273754,0.503465214,0.686273754,0.538479289,0.603845488
TX_28_55_P04,55,28,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",8.667,4,2,4,-3610.317734,121346.3552,4206217.021,15259.64703,-1947.106414,2.05E-09,-2.69E-09,-0.251995206,261489.3248,0.71362273,0.523306274,0.71362273,0.538479289,0.627909582
TX_28_55_P05,55,28,43,"[0.75, 12, 0.75, 12, 0.5, 31.5]",8.667,4,2,4,-579.378586,116998.385,4178481.252,15259.16737,-2061.886497,5.44E-09,-2.11E-09,-0.314736177,185579.1877,0.692094822,0.507688267,0.692094822,0.538479289,0.608967389
TX_28_55_P06,55,28,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",8.667,4,1.995,4,-11253.57741,138941.1382,4264878.593,15133.32691,-2028.004913,2.41E-09,-4.11E-09,-0.262891523,236480.6125,0.707234993,0.518672117,0.707234993,0.538479289,0.622289076
TX_28_55_P07,55,28,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",8.667,4,2,4,-5602.561517,123465.8755,4271834.127,15190.97996,-1955.444047,3.67E-09,-3.12E-09,-0.215832535,295778.7071,0.721540398,0.529050362,0.721540398,0.538479289,0.63487626
TX_28_55_R01,55,28,31.62,"[21, 132]",8.667,4,2.62,4,-102.5736669,108203.3006,4024274.118,15459.64757,-2099.177585,1.14E-08,-1.73E-08,-0.458040789,94160.0958,0.65161464,0.478320815,0.65161464,0.538479289,0.573349277
TX_28_55_R02,55,28,34.25,"[24, 117]",8.667,4,2.25,4,-94.94250927,109060.4218,4052498.321,15420.38357,-2112.911071,2.18E-08,-1.69E-08,-0.44252174,94556.58193,0.65185698,0.478496627,0.65185698,0.538479289,0.57356251
TX_28_55_R03,55,28,37.25,"[27, 146]",8.667,4,2.25,4,-80.7806887,116557.0235,4129454.056,15350.3534,-2007.794,1.21E-07,-6.38E-08,-0.321815014,138803.4952,0.674430747,0.494873382,0.674430747,0.538479289,0.593424944
TX_28_55_R04,55,28,40.75,"[30, 173]",8.667,4,2.75,4,-3716.373953,121971.1491,4211017.985,15301.2365,-1918.149827,1.24E-08,-2.90E-08,-0.240126896,198891.02,0.69638461,0.51080041,0.69638461,0.538479289,0.612741931
TX_28_55_R05,55,28,43,"[33, 118]",8.667,4,2,4,-933.695154,117645.7355,4191557.463,15280.84938,-2049.65751,3.56E-08,-2.49E-08,-0.300526272,142819.1041,0.676142739,0.496115393,0.676142739,0.538479289,0.594931309
TX_28_55_R06,55,28,45.62,"[36, 135]",8.667,4,1.62,4,-11420.23789,139560.2823,4271797.853,15164.69551,-2008.383793,2.93E-09,-9.53E-10,-0.251413354,179983.6227,0.690208425,0.506319728,0.690208425,0.538479289,0.607307567
TX_28_55_R07,55,28,48.25,"[40, 149]",8.667,4,0.25,4,-12026.80737,140636.0703,4292183.472,15156.34289,-1968.420038,2.75E-09,-2.65E-09,-0.224651226,209042.6387,0.69948565,0.513050144,0.69948565,0.538479289,0.615470505
TX_28_60_P01,60,28,32.38,"[1, 12, 1.625, 12, 0.5, 19.75]",8.667,4,2.005,4,-101.4223454,107404.0292,4369976.433,15384.37613,-2188.916118,1.52E-08,-6.59E-09,-0.51722078,148556.9269,0.662875703,0.482774128,0.662875703,0.538479289,0.583257775
TX_28_60_P02,60,28,34.5,"[0.875, 12, 1.125, 12, 0.5, 22.5]",8.667,4,2,4,-102.1372046,106221.6964,4400692.784,15379.74311,-2215.960595,5.01E-09,-5.05E-09,-0.539360983,134398.1669,0.657016846,0.478560698,0.657016846,0.538479289,0.578102625
TX_28_60_P03,60,28,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",8.667,4,2,4,-88.22089048,111091.7373,4480545.333,15314.83878,-2170.630121,4.07E-09,-2.88E-09,-0.448111474,168798.17,0.670433128,0.488209093,0.670433128,0.538479289,0.589907479
TX_28_60_P04,60,28,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",8.667,4,2,4,-1689.135669,118414.6068,4573454.881,15252.84522,-2063.020832,7.44E-07,-7.73E-07,-0.320693332,261489.3248,0.697073379,0.50736758,0.697073379,0.538479289,0.613347972
TX_28_60_P05,60,28,43,"[0.75, 12, 0.75, 12, 0.5, 31.5]",8.667,4,2,4,-94.38707096,113508.869,4536399.382,15257.25455,-2171.022243,4.05E-09,-3.98E-09,-0.400704711,185579.1877,0.676103349,0.492286864,0.676103349,0.538479289,0.59489665
TX_28_60_P06,60,28,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",8.667,4,1.995,4,-10535.36739,137245.4504,4639447.352,15128.92677,-2139.234418,3.62E-09,-1.65E-09,-0.334600249,236480.6125,0.690851175,0.502892847,0.690851175,0.538479289,0.607873117
